Recency,Frequency,Monetary
-0.7347951738763423,-0.350380149211556,-0.3082201293518738
-0.6565591118541354,2.0576475461092762,2.386755086010227
0.8187494862789099,-0.8319856882757225,-1.092009270370734
-0.9695033599429631,1.0944364679809433,0.6452205901866266
-0.5671464695430417,-0.350380149211556,0.09386735677126183
0.7516900045455897,0.13122538985261045,-0.6300456034038117
-0.824207816187436,-0.8319856882757225,-0.8531667985750084
-0.935973619076303,1.0944364679809433,0.333962347858502
-0.8130312358985493,-0.8319856882757225,-1.0250642737552955
-0.13125983827646018,-0.8319856882757225,-0.3738406228084691
-0.22067248058755382,0.6128309289167769,2.0486324643951335
-0.9918565205207366,3.020858624237609,1.4598476199689854
-0.4330275060764012,3.020858624237609,2.0610280863490886
-0.6565591118541354,-0.350380149211556,-0.6357323289227574
0.662277362234496,0.6128309289167769,1.7540456857402724
-0.0083174550987064,-0.350380149211556,-0.31724690631485875
-0.6118527906985886,-0.350380149211556,-0.007226786504783103
-0.7012654330096822,-0.8319856882757225,-0.6414622447621003
-0.6789122724319088,1.0944364679809433,1.878520189124591
-0.824207816187436,1.0944364679809433,0.5033115941353625
-0.7124420132985689,-0.8319856882757225,-0.45731311536251473
-0.935973619076303,-0.350380149211556,-0.9090982634891972
2.383470726723049,-0.8319856882757225,-0.9422108424602743
0.6063944607900624,0.6128309289167769,0.4452925970686493
-0.6677356921430221,0.13122538985261045,-0.34974042402691125
2.2046454421008614,-0.8319856882757225,-0.9553550966344455
-0.8353843964763227,0.6128309289167769,2.483630974660826
-0.8130312358985493,0.13122538985261045,-0.2506474322625968
-0.8465609767652094,0.6128309289167769,0.6595741733319149
1.1428703146566244,-0.350380149211556,-0.8457524602401801
-0.7571483344541158,-0.8319856882757225,-0.3034547973347318
-0.9583267796540764,-0.350380149211556,-0.4295849296676041
-0.23184906087644053,-0.350380149211556,1.1837894887644624
1.1428703146566244,-0.8319856882757225,-0.8096309556147749
-0.9806799402318499,3.502464163301776,1.7151600006094552
0.39403943530121505,2.539253085173443,0.11577924598603549
1.9028777743009204,-0.8319856882757225,-0.6942984033811669
0.6511007819456093,-0.8319856882757225,-0.9074858248610406
-0.030670615676479815,1.0944364679809433,2.092009942847244
-0.3436148637653076,-0.350380149211556,-0.6986318321943382
-0.6677356921430221,0.6128309289167769,0.4966314912472846
-0.6789122724319088,-0.350380149211556,0.020818128206372643
-0.6900888527207955,0.13122538985261045,0.2471498038604172
-0.9471501993651897,-0.350380149211556,-0.6471345735075805
-0.44420408636528796,1.5760420070451098,1.39569559740589
0.014035705479067013,0.13122538985261045,-0.6192912136249444
2.3722941464341623,-0.8319856882757225,-0.7132301604885435
-0.8912672979207562,0.6128309289167769,2.1383099663128897
-0.824207816187436,0.6128309289167769,0.035430853274043585
0.40521601559010173,-0.350380149211556,1.0171180423522193
-0.9806799402318499,0.6128309289167769,-0.2035267927094075
1.0869874132121908,1.5760420070451098,0.27463324440641124
1.1428703146566244,-0.350380149211556,0.08075189614402214
-0.9918565205207366,0.6128309289167769,-0.1983007639413636
-0.7124420132985689,-0.8319856882757225,-0.5697663129029856
0.9193387088788902,-0.350380149211556,-0.7488477780426499
-0.9471501993651897,-0.350380149211556,-0.324560467235427
0.02521228576795372,-0.350380149211556,-0.815072935984804
-0.07537693683202663,1.0944364679809433,2.273596446569938
-0.824207816187436,1.0944364679809433,0.24247085248406952
-0.4665572469430614,-0.8319856882757225,-0.5496828139183542
-0.5224401483874949,0.13122538985261045,0.7601068424427984
1.9028777743009204,-0.8319856882757225,1.0546648275507273
-1.01420968109851,0.6128309289167769,0.07673519634709573
-0.9806799402318499,0.13122538985261045,0.23741758499761387
0.3493331141456682,-0.350380149211556,-0.00790343485767037
0.10344834779016067,-0.350380149211556,0.7315148503399463
-0.6900888527207955,-0.8319856882757225,-0.7754242218603057
1.7128759093898465,-0.8319856882757225,-1.014410661390688
-0.3771446046319677,-0.8319856882757225,-0.8430602636020971
0.9752216103233238,-0.8319856882757225,-0.8926571481913842
-0.06420035654313994,0.6128309289167769,1.4167436802127225
-0.3771446046319677,1.5760420070451098,2.9184855171918627
-0.8465609767652094,-0.350380149211556,0.24418406852648605
-0.07537693683202663,-0.8319856882757225,-0.861200198168861
0.23756731125680114,-0.8319856882757225,-1.0626398525007352
-1.0030331008096234,3.984069702365942,3.1184567006302366
2.059349898345334,-0.8319856882757225,-0.9890147529972186
2.193468861811975,0.13122538985261045,-0.15477931775459572
-0.25420222145421395,-0.8319856882757225,-0.7755681895949624
-0.29890854260976074,-0.8319856882757225,-0.4332417101278882
-0.8465609767652094,2.0576475461092762,0.4181834726327633
1.9028777743009204,-0.8319856882757225,-1.0541457561559806
-0.5671464695430417,2.539253085173443,0.24143428479454013
-0.4330275060764012,-0.8319856882757225,-0.881629219716669
-0.935973619076303,1.5760420070451098,0.6796000852226839
-0.7795014950318891,0.6128309289167769,0.2637492836663529
2.148762540656428,-0.8319856882757225,-0.8710187976724587
0.7293368439678162,-0.350380149211556,0.3023470333278562
-0.9806799402318499,3.020858624237609,1.946213817960245
-0.8353843964763227,-0.350380149211556,-0.8881509580966246
-0.26537880174310063,-0.8319856882757225,0.3667869913602653
-0.9471501993651897,2.539253085173443,2.204621504895838
0.6734539425233826,-0.8319856882757225,-0.8305638642338818
-0.9918565205207366,2.0576475461092762,0.7348117114635887
0.09227176750127396,-0.350380149211556,-0.5532964040582412
-0.42185092578751454,-0.8319856882757225,-0.378202845168572
0.8634558074344567,-0.8319856882757225,-0.9367400685433138
-0.9136204584985296,0.6128309289167769,1.169335128204914
-0.6230293709874752,1.0944364679809433,-0.4228904300060603
-0.29890854260976074,-0.350380149211556,-0.32502116398632896
-1.0030331008096234,2.0576475461092762,0.8333720226096726
0.014035705479067013,-0.8319856882757225,-0.527655750515855
-0.13125983827646018,0.13122538985261045,0.14245646721795102
-0.25420222145421395,-0.350380149211556,-0.4714939372262152
-0.365968024343081,-0.350380149211556,-0.6535411376998107
1.422284821878792,-0.8319856882757225,-0.9715082764629449
-0.935973619076303,0.6128309289167769,1.8432768876805925
-0.15361299885423357,-0.8319856882757225,-0.7310533660390625
1.9364075151675806,-0.8319856882757225,-0.9165126018240255
-0.9136204584985296,1.0944364679809433,2.973236446681865
-0.23184906087644053,0.13122538985261045,-0.3927867766893114
-0.9024438782096429,1.5760420070451098,1.8196373856499364
-0.9806799402318499,2.539253085173443,1.0085663589136018
2.6181789127896695,-0.8319856882757225,-0.8077881686111672
-0.9806799402318499,1.5760420070451098,0.8323786452405406
-0.9806799402318499,0.6128309289167769,1.4841781671259946
-0.4330275060764012,-0.8319856882757225,-0.8189312712736079
1.7352290699676198,0.13122538985261045,0.3586384175786874
-0.6565591118541354,1.0944364679809433,1.7165132973152297
-0.9806799402318499,1.0944364679809433,-0.848559831065989
-0.9136204584985296,1.5760420070451098,2.081773836913142
0.8746323877233434,-0.350380149211556,-0.16657027522299223
2.137585960367541,-0.8319856882757225,-0.5647994260573241
-0.9024438782096429,-0.8319856882757225,-0.7636908514857718
-0.824207816187436,0.13122538985261045,1.0713362912239917
-0.9695033599429631,-0.350380149211556,-0.377828529058464
-0.5224401483874949,0.13122538985261045,-0.1932618932283736
1.8134651319898267,-0.8319856882757225,0.0392747917893816
-0.9583267796540764,1.0944364679809433,0.349899576085016
-0.7683249147430025,-0.8319856882757225,-0.7964147175732753
1.3552253401454717,-0.350380149211556,0.24224050410861844
-0.8353843964763227,-0.350380149211556,0.08399117017380144
-0.8465609767652094,0.13122538985261045,2.8901814605583245
1.6905227488120729,0.13122538985261045,-0.5808086381511666
-0.8465609767652094,-0.350380149211556,-0.5022598421223855
-0.08655351712091335,-0.8319856882757225,-0.5722713514860149
-0.9247970387874164,1.0944364679809433,0.37841958432053957
-0.824207816187436,1.0944364679809433,2.011863104963772
-0.07537693683202663,-0.350380149211556,-0.004851318882944998
-0.45538066665417465,-0.8319856882757225,-0.9383956974918678
0.24874389154568785,-0.8319856882757225,-0.7160519280878179
1.656993007945413,-0.8319856882757225,-0.26779398946022837
1.6793461685231863,-0.8319856882757225,-0.9007481348790995
1.9475840954564672,-0.8319856882757225,-0.9944711301407134
0.19286099010125432,1.0944364679809433,2.1443422143950115
-0.745971754165229,-0.8319856882757225,-0.9327233687463875
-0.7012654330096822,1.0944364679809433,0.8904552294011165
1.5787569459232058,-0.8319856882757225,-0.5114737771404243
0.7852197454122497,-0.8319856882757225,-0.8719401911742626
-0.3100851228986475,-0.8319856882757225,2.6155918002473015
-0.5894996301208152,-0.8319856882757225,-0.9268062948519907
-0.9918565205207366,0.13122538985261045,0.45617655780870764
-0.4665572469430614,-0.8319856882757225,-0.49771046170722877
0.472275497323422,-0.350380149211556,-0.5775261738009903
1.4111082415899052,-0.8319856882757225,-0.9588967029070042
0.23756731125680114,0.13122538985261045,-0.676748736526496
-0.4330275060764012,-0.8319856882757225,0.20931508319259526
-0.29890854260976074,-0.8319856882757225,-1.0349980474466185
-0.9695033599429631,3.020858624237609,2.9667866921692383
-0.3100851228986475,-0.8319856882757225,-0.45071939311523074
0.9640450300344371,-0.8319856882757225,-0.6566076504480017
-0.7795014950318891,-0.8319856882757225,0.08930357958263936
-0.9136204584985296,-0.8319856882757225,-0.8509065051408957
-0.7347951738763423,0.13122538985261045,0.2375615527322706
-0.28773196232087406,-0.8319856882757225,-0.6270798680698804
